dialog_id,title,turn_count,turn,author,text,N-gram labels,Cosine label,All labels,Intersection,Union (without disambiguities)
counsel_chat | 456,I want to feel more comfortable around people,2,2,listener,"Or find your new normal, and connect only with people who raise you up and bolster your self-esteem?",,,,,
counsel_chat | 456,I want to feel more comfortable around people,2,2,listener,You have the right to be both cautious (if you're still surrounded by the same folks and environment) and discerning - only connecting with people who will be supportive.,,,,,
counsel_chat | 456,I want to feel more comfortable around people,2,2,listener,All the best~,,Support,['Support'],,Support
counsel_chat | 457,I want to feel more comfortable around people,2,1,speaker,"My son was diagnosed with autism a few years ago and I stopped working so that I could take care of him. I also was dealing with an abusive relationship (mentally, physically, and emotionally). Now I live like a recluse and I always feel nervous around people.
   How can I feel more comfortable around other people?",,,,,
counsel_chat | 457,I want to feel more comfortable around people,2,2,listener,It sounds like you have taken on a caretaker role for a while as well as experienced some pretty severe interpersonal trauma.,"['Simple Reflection', 'Complex Reflection', 'Affirm']",,"['Simple Reflection', 'Complex Reflection', 'Affirm']",,
counsel_chat | 457,I want to feel more comfortable around people,2,2,listener,It makes sense that you would feel nervous around people.,,,,,
counsel_chat | 457,I want to feel more comfortable around people,2,2,listener,Working through the trauma of an abusive relationship in itself can be a difficult process.,,Give Information,['Give Information'],,Give Information
counsel_chat | 457,I want to feel more comfortable around people,2,2,listener,And then to add on the caretaker part can make things even more difficult.,,,,,
counsel_chat | 457,I want to feel more comfortable around people,2,2,listener,"First off, you may want to seek support to work through what you have experienced.","['Advise with Permission', 'Advise without Permission']",Support,"['Advise with Permission', 'Advise without Permission', 'Support']",,
counsel_chat | 457,I want to feel more comfortable around people,2,2,listener,Many cities offer support with survivors of domestic violence and there is a hotline to help with this 888-724-7240 as well as online resources.,,,,,
counsel_chat | 457,I want to feel more comfortable around people,2,2,listener,Processing the isolation of this relationship as well as working with your son can help to overcome the anxiety related to others.,,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 457,I want to feel more comfortable around people,2,2,listener,Accessing autism support networks may be of support as well.,,,,,
counsel_chat | 457,I want to feel more comfortable around people,2,2,listener,"Other parents that will understand your experiences are a good and tend to be safer place to start in attempting to connect to others.Very importantly, go slow and be kind to yourself as you begin to adapt to a new life of allowing others to care for you as you so clearly have for others.",,,,,
counsel_chat | 458,I want to feel more comfortable around people,2,1,speaker,"My son was diagnosed with autism a few years ago and I stopped working so that I could take care of him. I also was dealing with an abusive relationship (mentally, physically, and emotionally). Now I live like a recluse and I always feel nervous around people.
   How can I feel more comfortable around other people?",,,,,
counsel_chat | 458,I want to feel more comfortable around people,2,2,listener,I would look at  getting engaged with a support network of individuals who may also have autistic children.,,,,,
counsel_chat | 458,I want to feel more comfortable around people,2,2,listener,They will understand some of the things that you are experiencing at home and you may also find someone who feels that same way as you.,,,,,
counsel_chat | 458,I want to feel more comfortable around people,2,2,listener,If you have not sought professional counseling for the abusive relationship I would seek out a therapist who can help you process through it so you do not repeat similar choices in your next relationship.,['Advise without Permission'],Advise without Permission,['Advise without Permission'],Advise without Permission,Advise without Permission
counsel_chat | 461,Do I have some type of anxiety?,2,1,speaker,"Sometimes, I'm fine and can go out or meet people, but other days, my heart races and words physically cannot come out of my mouth. I've always thought it was normal and I was just nervous, but the other day, it took me almost 30 minutes of sitting in my car to find the courage to enter Target by myself.",,,,,
counsel_chat | 461,Do I have some type of anxiety?,2,2,listener,These types of symptoms can be very disruptive to life!,,Give Information,['Give Information'],,Give Information
counsel_chat | 461,Do I have some type of anxiety?,2,2,listener,"Anxiety often presents in two key ways:  1) physical symptoms such as: racing heart rate, sweaty palms, dry mouth, shaking or trembling or nausea - often these physical sypmtoms are categorized as a Panic Attack.",,Give Information,['Give Information'],,Give Information
counsel_chat | 461,Do I have some type of anxiety?,2,2,listener,2) mentally anxiety presents itself as worry.,,,,,
counsel_chat | 461,Do I have some type of anxiety?,2,2,listener,"Worry that spirals out of control, worry that dirsupts your life and concentration.",,,,,
counsel_chat | 461,Do I have some type of anxiety?,2,2,listener,Worry that keeps from being present in your life.,,,,,
counsel_chat | 461,Do I have some type of anxiety?,2,2,listener,"Anxiety when it begins to spiral out of control either with disruptive mental or physical symptoms, needs to be addressed formally.",,,,,
counsel_chat | 461,Do I have some type of anxiety?,2,2,listener,I urge you to see a counselor and/or a psychiatrist soon to begin to address these issues.,['Advise without Permission'],Advise without Permission,['Advise without Permission'],Advise without Permission,Advise without Permission
counsel_chat | 461,Do I have some type of anxiety?,2,2,listener,"Good Luck, Sitka Stueve, LSCSW",,,,,
counsel_chat | 462,Do I have some type of anxiety?,2,1,speaker,"Sometimes, I'm fine and can go out or meet people, but other days, my heart races and words physically cannot come out of my mouth. I've always thought it was normal and I was just nervous, but the other day, it took me almost 30 minutes of sitting in my car to find the courage to enter Target by myself.",,,,,
counsel_chat | 462,Do I have some type of anxiety?,2,2,listener,"Feelings of anxiety can be scary and sometimes we're not aware of the triggers that lead up to moments of anxiety, i. e., heart racing, sweaty palms, sweating, shortness of breath.",,Give Information,['Give Information'],,Give Information
counsel_chat | 462,Do I have some type of anxiety?,2,2,listener,"It's important to realize that in moments of anxiety our body & mind are experiencing a reaction from our primal or reptilian brain that is signaling the flight or fight response within us, which kicks the hypothalamus into action flooding our body with chemicals, like adrenaline or cortisol.",,,,,
counsel_chat | 462,Do I have some type of anxiety?,2,2,listener,"So, one way to work with anxiety is to find out what the triggers are that lead to anxiety, such as fear, stress.",,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 462,Do I have some type of anxiety?,2,2,listener,"negative thought patterns, not enough food or sleep.",,,,,
counsel_chat | 462,Do I have some type of anxiety?,2,2,listener,Keeping a daily journal can help you track the patterns and triggers and once you identify the triggers you can ameliorate them by learning new skills & techniques and by reducing stress and getting enough sleep.,,,,,
counsel_chat | 462,Do I have some type of anxiety?,2,2,listener,"One quick way to reduce anxiety is by taking deeper breathes, sometimes this is called belly breathing.",,,,,
counsel_chat | 462,Do I have some type of anxiety?,2,2,listener,When you breath in make sure your belly rises and expands and as you breath out the belly deflates.,,,,,
counsel_chat | 462,Do I have some type of anxiety?,2,2,listener,"Many of us do shallow breathing up in our chest which does not allow for a full breath, and getting a full breath is so important as a tool to help relax us in times of stress & anxiety .",,,,,
counsel_chat | 465,Do I have some type of anxiety?,2,1,speaker,"Sometimes, I'm fine and can go out or meet people, but other days, my heart races and words physically cannot come out of my mouth. I've always thought it was normal and I was just nervous, but the other day, it took me almost 30 minutes of sitting in my car to find the courage to enter Target by myself.",,,,,
counsel_chat | 465,Do I have some type of anxiety?,2,2,listener,"Though I don't know for sure, it sounds like anxiety to me.",['Complex Reflection'],Complex Reflection,['Complex Reflection'],Complex Reflection,Complex Reflection
counsel_chat | 465,Do I have some type of anxiety?,2,2,listener,I think it would be helpful if you work with a therapist who specializes in anxiety disorders.,['Advise without Permission'],Advise without Permission,['Advise without Permission'],Advise without Permission,Advise without Permission
counsel_chat | 467,Do I have some type of anxiety?,2,1,speaker,"Sometimes, I'm fine and can go out or meet people, but other days, my heart races and words physically cannot come out of my mouth. I've always thought it was normal and I was just nervous, but the other day, it took me almost 30 minutes of sitting in my car to find the courage to enter Target by myself.",,,,,
counsel_chat | 467,Do I have some type of anxiety?,2,2,listener,"First, be aware that each end every one of us has anxiety at some point.",,Give Information,['Give Information'],,Give Information
counsel_chat | 467,Do I have some type of anxiety?,2,2,listener,"That certainly seems to fit what you're describing here, but that doesn't mean you have an anxiety disorder, necessarily.",,Give Information,['Give Information'],,Give Information
counsel_chat | 467,Do I have some type of anxiety?,2,2,listener,That's where there is a difference.,,,,,
counsel_chat | 467,Do I have some type of anxiety?,2,2,listener,"Anyone who has a hard time with public speaking or feels uncomfortable in large crowds, for example, is experiencing anxiety.It sounds like it would be helpful to look at the differences between the days when you are more comfortable on the days that you are not.",['Advise without Permission'],Advise without Permission,['Advise without Permission'],Advise without Permission,Advise without Permission
counsel_chat | 467,Do I have some type of anxiety?,2,2,listener,"If you notice your anxiety is keeping you from doing things that you need or want to do, it may be helpful to talk with and mental health professional.I wonder also whether your appetite and sleeping patterns are the same or similar to how they were before you experienced this anxiety, when your anxiety started, and whether you feel more comfortable when someone you trust is there with you.If you have an idea of times or situations in which you feel anxious, consider carrying a small smooth rock or another object that makes you feel calm and centered.","['Give Information', 'Advise with Permission', 'Advise without Permission']",,"['Give Information', 'Advise with Permission', 'Advise without Permission']",,
counsel_chat | 467,Do I have some type of anxiety?,2,2,listener,Perhaps you can keep it in your pocket and remember specific comfortable times while you have it in your hand.,,,,,
counsel_chat | 469,How can I get over my fear of public embarrassment?,2,1,speaker,"A lot of times, I avoid situations where I am to meet new people because I have a fear of embarrassing myself. I often avoid large groups of people, like parties, because I think they all constantly judge me.",,,,,
counsel_chat | 469,How can I get over my fear of public embarrassment?,2,2,listener,Why not accept and tolerate that you naturally are a shy person who doesn't like large groups?This is not necessarily something to get over if it is part of who you are.People have the capacity to judge others regardless of whether the group is large or small.If you aren't afraid of being judged in small groups then study the factors which allow you to feel safe in small groups.,,,,,
counsel_chat | 469,How can I get over my fear of public embarrassment?,2,2,listener,"Possibly you can generalize your findings to large group venues.If you try the and aren't successful, then likely you simply aren't naturally someone who cares for large group settings.Not everything a person doesn't like is a symptom of something is wrong w the person!",,,,,
counsel_chat | 473,How do I handle my extreme paranoia?,2,1,speaker,"I'm just an extremely paranoid person. I constantly feel as though I am in some sort of danger, like as though I live in a horror movie with no resolution. It worsens at night. It gets to the point I'm scared in my own home more so than anything. I have no access to the help I need so I'm desperate.",,,,,
counsel_chat | 473,How do I handle my extreme paranoia?,2,2,listener,One approach is to be more accepting of yourself as someone who has fears.It is much easier to manage a problem when you're not fighting yourself for having a problem.Once you are willing to accept this quality within yourself you may start to feel a little more relaxed about handling the fears when they arise.One answer is to examine the facts about the fears.,,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 473,How do I handle my extreme paranoia?,2,2,listener,"Ask yourself fact based questions as to how you would handle the worse case scenario of your fears.Feeling prepared, whether or not the circumstance is highly unlikely to happen, may increase your peace of mind with living the great fears within your mind.",,,,,
counsel_chat | 474,Why am I scared to touch a girl?,2,1,speaker,"I don't know if I'm normal. I'm really scared to touch a girl. I'm a young adult and a virgin. My fiancée and I want to have sex soon, and this might mess everything up because she wants a baby soon as well.",,,,,
counsel_chat | 474,Why am I scared to touch a girl?,2,2,listener,Your question is a good one!The best way to decrease the fear would be to talk with your fiancee about it.,,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 474,Why am I scared to touch a girl?,2,2,listener,"Eventually she'll find out, and better to talk about it when there is less pressure than to be in the midst of a situation which frightens you.Also, she may feel similar to you, who knows?Discussing a topic which relates directly to your relationship is a good way to increase emotional intimacy.",,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 474,Why am I scared to touch a girl?,2,2,listener,And emotional intimacy has a lot to do with feeling at ease with physical intimacy.,,,,,
counsel_chat | 478,Why do I find pleasure in thinking about killing?,2,1,speaker,"I am a peaceful person, but I often find myself having thoughts about killing people. Eventhough I like the thoughts at the time, they make me cry. Why do I feel like this?",,,,,
counsel_chat | 478,Why do I find pleasure in thinking about killing?,2,2,listener,"Hello, and thank you for your question.","['Affirm', 'Support', 'Other']",Affirm,"['Affirm', 'Support', 'Other']",Affirm,Affirm
counsel_chat | 478,Why do I find pleasure in thinking about killing?,2,2,listener,Clearly this is something that has you very concerned.,,Support,['Support'],,Support
counsel_chat | 478,Why do I find pleasure in thinking about killing?,2,2,listener,"Sometimes thoughts are just thoughts, and they are pretty harmless.",,,,,
counsel_chat | 478,Why do I find pleasure in thinking about killing?,2,2,listener,"Many people have thoughts of killing someone, but they would never actually do it.",,,,,
counsel_chat | 478,Why do I find pleasure in thinking about killing?,2,2,listener,"They really don't even want to do it, they are just having a thought.",,,,,
counsel_chat | 478,Why do I find pleasure in thinking about killing?,2,2,listener,"Other times, thoughts are a sign of something more serious, and we should receive help when they start to worry us.",,,,,
counsel_chat | 478,Why do I find pleasure in thinking about killing?,2,2,listener,I would recommend meeting with a counselor to discuss these thoughts.,,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 478,Why do I find pleasure in thinking about killing?,2,2,listener,It is usually a safe environment where you can get advice with little judgement.,,,,,
counsel_chat | 478,Why do I find pleasure in thinking about killing?,2,2,listener,"Now, If you begin to start thinking about killing someone specific and making a plan to do it in reality- you should call for help immediately.",,,,,
counsel_chat | 478,Why do I find pleasure in thinking about killing?,2,2,listener,"By help, I mean 9-11, or a family member or friend.",,,,,
counsel_chat | 478,Why do I find pleasure in thinking about killing?,2,2,listener,You would want to get help before doing something to harm yourself and others.,,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 478,Why do I find pleasure in thinking about killing?,2,2,listener,"Again, none of this is to judge, but rather to encourage you to get the help you're seeking.",,Support,['Support'],,Support
counsel_chat | 478,Why do I find pleasure in thinking about killing?,2,2,listener,"Either way, when we become concerned about some aspect of our behavior, seeking counseling is usually a good choice.",,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 478,Why do I find pleasure in thinking about killing?,2,2,listener,"Be well, Robin J. Landwehr, DBH, LPCC, NCC",,Give Information,['Give Information'],,Give Information
counsel_chat | 480,How can I be less stressed out?,2,1,speaker,I shake and have panic attacks.,,,,,
counsel_chat | 480,How can I be less stressed out?,2,2,listener,One of the first things I would suggest is to see if you can keep track of what is leading you to feel anxious.,,Simple Reflection,['Simple Reflection'],,Simple Reflection
counsel_chat | 480,How can I be less stressed out?,2,2,listener,"If you shake all the time, consider talking with your primary care physician.",,,,,
counsel_chat | 480,How can I be less stressed out?,2,2,listener,Sometimes that can be a hormonal imbalance or another chemical imbalance (such as thyroid).One of the most difficult things about anxiety is that having anxiety (particularly panic attacks) can lead to anxiety about having more panic attacks.,,,,,
counsel_chat | 480,How can I be less stressed out?,2,2,listener,Also remember that panic attacks are typically part of your brain's protective response to what it considers to be some sort of threat.,,,,,
counsel_chat | 480,How can I be less stressed out?,2,2,listener,You may have heard of the fight or flight response.,,,,,
counsel_chat | 480,How can I be less stressed out?,2,2,listener,"When you have an anxiety attack, your body is preparing you to react to something that isn't actually a threat, so it's almost as if you're fight or flight response is overactive.",,,,,
counsel_chat | 480,How can I be less stressed out?,2,2,listener,Here is an image that may be helpful: http://psychology.tools/fight-or-flight-response.htmlThere are many different things you can do.,"['Give Information', 'Advise without Permission']",,"['Give Information', 'Advise without Permission']",,
counsel_chat | 480,How can I be less stressed out?,2,2,listener,"You can practice breathing, mindfulness, meditation, or yoga techniques.",,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 480,How can I be less stressed out?,2,2,listener,"If you decide to try some breathing techniques, try breathing in for a count of five, holding for a count of five, breathing out for a count of five, and repeating five times.Also remember that it is easier to learn these techniques when you're not having a panic attack.",,,,,
counsel_chat | 480,How can I be less stressed out?,2,2,listener,"At that point, it can be really difficult to use methods to not panic.",,,,,
counsel_chat | 480,How can I be less stressed out?,2,2,listener,Also remember that panic attacks typically last 5 to 10 minutes.,,,,,
counsel_chat | 480,How can I be less stressed out?,2,2,listener,"Using techniques to slow your breathing or become focused on the room around you is probably most helpful when you first start to feel anxious.Here are some other techniques that may help to decrease anxiety: http://psychcentral.com/lib/9-ways-to-reduce-anxiety-right-here-right-now/As you figure out what is leading up to your anxiety, also consider asking yourself what is making that certain issue a big concern for you.",,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 480,How can I be less stressed out?,2,2,listener,Another important question could be when you have felt that way before.,,,,,
counsel_chat | 483,Overcoming fears,2,1,speaker,"I have a fear of something and I want to face that fear to overcome it, but I don't know how. What can I do?",,,,,
counsel_chat | 483,Overcoming fears,2,2,listener,"Fears are not that difficult to deal with, first you need to train yourself to relax using some relaxation strategy, once you are able to employ that in your daily life, you then need to start facing your fear, for instance I'll use an example of a man who has a fear of driving over a bridge.","['Support', 'Advise without Permission']",,"['Support', 'Advise without Permission']",,
counsel_chat | 483,Overcoming fears,2,2,listener,"We would build a hierarchy of fears, that is a list of fears ranging from least to most, for example the man may want to start by looking at a picture of a bridge while employing his relation technique, then he may want to see a real bridge from a distance while employing that same relaxation technique, then moving closer to the bridge, then maybe standing on a bridge, all the while moving closer to his fear while relaxing, until you come to most fearful proposition which is crossing that bridge, or you can also engage in flooding which is for example, if you were scared of an elevator, go into an elevator until you are not panicking anymore, in the movie Batman Begins, Bruce Wayne who has a great fear of bats, goes into this cave and allows himself to be surrounded by bats until he is no longer fearful of them.",,,,,
counsel_chat | 483,Overcoming fears,2,2,listener,"Secondly, look at your fears, do they even need to be worked on, some fears are healthy, for example if i was a therapist in New York City and someone came to me and said ""I'm scared of snakes"", I would probably say that is OK because there are very little snakes left in ManhattanHope that helps C",,,,,
counsel_chat | 484,Overcoming fears,2,1,speaker,"I have a fear of something and I want to face that fear to overcome it, but I don't know how. What can I do?",,,,,
counsel_chat | 484,Overcoming fears,2,2,listener,"Your fear may have deeper roots within your sense of who you are, than you realize.",,,,,
counsel_chat | 484,Overcoming fears,2,2,listener,Fears are sometimes irrational so that logic doesn't get rid of them.Think about whether you felt secure and confident as a child.,,,,,
counsel_chat | 484,Overcoming fears,2,2,listener,"Also, did any major bad events happen to you with other people or situations when you were growing up?Often these overwhelming situations of childhood stay with us as fears of situations in our adult lives.",,,,,
counsel_chat | 484,Overcoming fears,2,2,listener,"If the root of the problem w the fear is from long ago, then probably a therapist who can ask you questions which help you remember upsetting childhood circumstances, may help you to dissolve the current fear.Another possibility is CBT, cognitive behavior therapy which teaches people short term mantras to do something which is safe, say being a passenger in a commercial airplane, which feels frightening to a person.CBT is short term and results are limited to specific fears.",,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 484,Overcoming fears,2,2,listener,It is a much quicker approach than self-understanding.,,,,,
counsel_chat | 487,Overcoming fears,2,1,speaker,"I have a fear of something and I want to face that fear to overcome it, but I don't know how. What can I do?",,,,,
counsel_chat | 487,Overcoming fears,2,2,listener,"Biologically, fear is designed to protect us from harm.",,,,,
counsel_chat | 487,Overcoming fears,2,2,listener,"Fear is not always a bad thing, and in fact can be quite healthy and appropriate depending on the situation.",,,,,
counsel_chat | 487,Overcoming fears,2,2,listener,"A phobia, however, is different.",,,,,
counsel_chat | 487,Overcoming fears,2,2,listener,"You used the term ""fear"" rather than ""phobia"".",,,,,
counsel_chat | 487,Overcoming fears,2,2,listener,A phobia is an irrational fear - meaning it is not rational for you to fear that thing.,,,,,
counsel_chat | 487,Overcoming fears,2,2,listener,"If your situation is a phobia, exposure therapy can help.",,,,,
counsel_chat | 487,Overcoming fears,2,2,listener,This consists of gradually exposing yourself a little at a time to the thing you are afraid of.,,,,,
counsel_chat | 487,Overcoming fears,2,2,listener,Some people with phobias find that the irrational fear interferes with their life and they do need to overcome it.,,,,,
counsel_chat | 487,Overcoming fears,2,2,listener,Someone who is afraid to drive over bridges may go to great lengths to avoid routes that have bridges.,,,,,
counsel_chat | 487,Overcoming fears,2,2,listener,"People who are afraid of elevators may always use the stairs instead, which may not always be feasible.",,,,,
counsel_chat | 487,Overcoming fears,2,2,listener,"If overcoming a phobia will improve the quality of your life, then by all means, seek professional help to overcome it.Everyone has fears, or things that make them nervous.",,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 487,Overcoming fears,2,2,listener,"Public speaking, asking a person out, fear of failure.",,,,,
counsel_chat | 487,Overcoming fears,2,2,listener,Examine what your fear is and try to determine the reason for the fear.,,Support,['Support'],,Support
counsel_chat | 487,Overcoming fears,2,2,listener,"When you can get to the root cause of the fear, you can deal with that issue.",,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 487,Overcoming fears,2,2,listener,"A lot of times, it is a self-esteem issue.",['Give Information'],,['Give Information'],,Give Information
counsel_chat | 487,Overcoming fears,2,2,listener,You may be able to peel back the layers of the fear and find out what's causing it and deal with the real issue.,"['Give Information', 'Advise without Permission']",Advise without Permission,"['Give Information', 'Advise without Permission']",Advise without Permission,Advise without Permission
counsel_chat | 487,Overcoming fears,2,2,listener,Some fears are caused by trauma.,,Give Information,['Give Information'],,Give Information
counsel_chat | 487,Overcoming fears,2,2,listener,"Someone with PTSD is going to have an exaggerated fear response and will find themselves being kicked into ""fight or flight"" mode over things that someone without the trauma experience wouldn't notice or react to.",,,,,
counsel_chat | 487,Overcoming fears,2,2,listener,"In cases like this, exposure therapy would be the wrong approach and could actually make things worse.",,,,,
counsel_chat | 487,Overcoming fears,2,2,listener,"If there is a possibility that a past trauma is the cause of your fear, I strongly urge you to seek a therapist - not just any therapist, but one who is trained to work with trauma and abuse victims.",,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 488,Overcoming fears,2,1,speaker,"I have a fear of something and I want to face that fear to overcome it, but I don't know how. What can I do?",,,,,
counsel_chat | 488,Overcoming fears,2,2,listener,"Hello, and thank you for your question.","['Affirm', 'Support', 'Other']",Affirm,"['Affirm', 'Support', 'Other']",Affirm,Affirm
counsel_chat | 488,Overcoming fears,2,2,listener,Overcoming fears is something that everyone struggles with at one time or another.,,,,,
counsel_chat | 488,Overcoming fears,2,2,listener,"Sometimes we come across something that scares us, we push through it and suddenly we aren't afraid anymore.",,,,,
counsel_chat | 488,Overcoming fears,2,2,listener,But sometimes it can seem like our fears just take over and we cannot overcome them.,,Give Information,['Give Information'],,Give Information
counsel_chat | 488,Overcoming fears,2,2,listener,There are some options:1.,,,,,
counsel_chat | 488,Overcoming fears,2,2,listener,You can go to a counselor and receive some type of treatment.,,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 488,Overcoming fears,2,2,listener,What kind of treatment would depend on the type of fears you are experiencing.,,,,,
counsel_chat | 488,Overcoming fears,2,2,listener,"For example, if you have a general phobia about something, they may use various techniques to help you manage it.",,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 488,Overcoming fears,2,2,listener,2,,Other,['Other'],,Other
counsel_chat | 488,Overcoming fears,2,2,listener,There are different websites and even some self-help books that you can use to try to overcome your fears.,,,,,
counsel_chat | 488,Overcoming fears,2,2,listener,"When it comes to overcoming certain fears or phobias, exposure therapy well-studied and proven to work.",,,,,
counsel_chat | 488,Overcoming fears,2,2,listener,"A therapist would help you with this, but some websites give instructions for how to do it yourself.",['Give Information'],,['Give Information'],,Give Information
counsel_chat | 488,Overcoming fears,2,2,listener,"I am not sure how well it works when you try it by yourself, but here is a link to a website that does offer some tools.",,,,,
counsel_chat | 488,Overcoming fears,2,2,listener,http://psychology.tools/anxiety.htmlSome colleagues may offer you some other types of advice.,,,,,
counsel_chat | 488,Overcoming fears,2,2,listener,"Be well.Robin J. Landwehr, DBH, LPCC, NCC",,Give Information,['Give Information'],,Give Information
counsel_chat | 489,How can I make the voices stop?,2,1,speaker,"I don't remember when the voices in my head started, but I remember Hearing them when I was little.    I know it's not normal to hear voices that aren't your own. I fight the voices and I want them to stop. They've been here so long and I want them gone. How can I make the voices stop?",,,,,
counsel_chat | 489,How can I make the voices stop?,2,2,listener,"How is your life going overall?Since you hear voices since you were young I wonder whether you mean the thoughts each of us has about what to do, our opinions, including self-criticism and praise.I try to understand how severe a problem these voices are if you've managed to get to a point in life of awareness about the voices.Usually when mental health people hear about voices the immediate thought is you need drugs bc you are psychotic.Since this is going on for a number of years, I wonder if the problem is something different.",,,,,
counsel_chat | 490,How can I make the voices stop?,2,1,speaker,"I don't remember when the voices in my head started, but I remember Hearing them when I was little.    I know it's not normal to hear voices that aren't your own. I fight the voices and I want them to stop. They've been here so long and I want them gone. How can I make the voices stop?",,,,,
counsel_chat | 490,How can I make the voices stop?,2,2,listener,You are right.,,Support,['Support'],,Support
counsel_chat | 490,How can I make the voices stop?,2,2,listener,It is not normal to hear voices that aren't your own but the fact is some people do.,,,,,
counsel_chat | 490,How can I make the voices stop?,2,2,listener,"In my experience, medication seem to help.",,Give Information,['Give Information'],,Give Information
counsel_chat | 490,How can I make the voices stop?,2,2,listener,It is also important to understand when you hear voices the most - meaning it is important to understand what the triggers are.,['Give Information'],Advise without Permission,"['Give Information', 'Advise without Permission']",,
counsel_chat | 490,How can I make the voices stop?,2,2,listener,It is also important to understand when the voices are the least - meaning what helps you deal with the voices better.,,,,,
counsel_chat | 490,How can I make the voices stop?,2,2,listener,My clients have reported that their triggers are being in social gathering or around strangers or for some even the TV.,,,,,
counsel_chat | 490,How can I make the voices stop?,2,2,listener,Trying to identify your triggers is helpful for some people.,,,,,
counsel_chat | 490,How can I make the voices stop?,2,2,listener,"Clients have also reported that listening to music, watching TV, being with friend or family helps them deal with their voices.",,,,,
counsel_chat | 490,How can I make the voices stop?,2,2,listener,Every individual is different and you need to figure out what works for you and what triggers your voices.,,,,,
counsel_chat | 490,How can I make the voices stop?,2,2,listener,My suggestion is to see a therapist / health care provider and then go from there.I hope this helps.,['Support'],Advise without Permission,"['Support', 'Advise without Permission']",,
counsel_chat | 491,How can I make the voices stop?,2,1,speaker,"I don't remember when the voices in my head started, but I remember Hearing them when I was little.    I know it's not normal to hear voices that aren't your own. I fight the voices and I want them to stop. They've been here so long and I want them gone. How can I make the voices stop?",,,,,
counsel_chat | 491,How can I make the voices stop?,2,2,listener,"First, let me express my support and compassion for what you're going through.",,Support,['Support'],,Support
counsel_chat | 491,How can I make the voices stop?,2,2,listener,"Hearing voices can be incredibly difficult and can feel like you can't get a moment's peace, even in the privacy of your own mind.",,Simple Reflection,['Simple Reflection'],,Simple Reflection
counsel_chat | 491,How can I make the voices stop?,2,2,listener,"And not everyone will necessarily understand what you're dealing with, so I imagine you may also be feeling isolated or somehow different.",,,,,
counsel_chat | 491,How can I make the voices stop?,2,2,listener,Atta girl/boy on reaching out for help!,,,,,
counsel_chat | 491,How can I make the voices stop?,2,2,listener,"Many people find benefit to taking medications, such as risperdal, seroquel, and so on.",,,,,
counsel_chat | 491,How can I make the voices stop?,2,2,listener,"These should be prescribed by a nurse practitioner or psychiatrist -- I do not recommend a primary care doctor venture into this area, as a general rule.",,,,,
counsel_chat | 491,How can I make the voices stop?,2,2,listener,"Discuss the options thoroughly and insist on a good rapport with your prescriber, if you decide to go this route.",,,,,
counsel_chat | 491,How can I make the voices stop?,2,2,listener,Some people are having results with a talk-therapist to develop coping strategies.,,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 491,How can I make the voices stop?,2,2,listener,"There is a new and somewhat less conventional approach to challenging voices with a professional to assist you, rather than to suppress the voices, which medication will do.",,,,,
counsel_chat | 491,How can I make the voices stop?,2,2,listener,There is peer-run organization and a general approach that attempts to live with voices in a different way.,,,,,
counsel_chat | 491,How can I make the voices stop?,2,2,listener,You can read about it in Living With Voices by Marius Romme.,,,,,
counsel_chat | 491,How can I make the voices stop?,2,2,listener,I have heard interviews but have not read the book(s) and can't speak to its efficacy.,,,,,
counsel_chat | 491,How can I make the voices stop?,2,2,listener,"No matter what steps you decide to try, managing your stress, sleep, exercise, healthy food is essential -- in other words, just the daily care and feeding of yourself should be included in all of your efforts and bears surprising benefits to your brain and emotional health.",,,,,
counsel_chat | 491,How can I make the voices stop?,2,2,listener,"Best wishes to you,Karen Keys, LMHC, CASAC",,,,,
counsel_chat | 494,How can I help myself and change my behavior?,2,1,speaker,"I've hit my head on walls and floors ever since I was young. I sometimes still do it but I don't exactly know why,    I have anxiety and I had a rough childhood but now I'll start to hit my head and sometimes not realize it but I don't know how to stop or even why I'm doing it.    How can I help myself to change my behavior?",,,,,
counsel_chat | 494,How can I help myself and change my behavior?,2,2,listener,Hello.,,Other,['Other'],,Other
counsel_chat | 494,How can I help myself and change my behavior?,2,2,listener,I have to wonder from a behavioral perspective if what you are doing is useful for you.,,,,,
